1 1:-0.768038 2:-0.841677 3:-0.690397 4:-0.645649 5:-1 6:-1 7:-0.768947 8:-0.871612 9:-0.576603 10:-0.775227 11:-0.827471 12:-0.902351 13:-0.65747 14:-0.705402 15:-0.239574 16:-0.478129 17:-1 18:-1 19:-0.303717 20:-0.549011 
1 1:-0.613399 2:-0.802604 3:-0.750661 4:-0.523346 5:-0.67697 6:-0.387456 7:-0.644942 8:-0.602983 9:-0.475173 10:-0.656669 11:-0.227444 12:-0.349444 13:-0.296578 14:-0.718085 15:-0.698467 16:-0.714275 17:-0.608804 18:-0.520737 19:-0.0105195 20:-0.0235482 
1 1:-0.797273 2:-0.846428 3:-0.72155 4:-0.654019 5:-1 6:-1 7:-0.806266 8:-0.872585 9:-0.629711 10:-0.761259 11:-0.88246 12:-0.905968 13:-0.720993 14:-0.699166 15:-0.213317 16:-0.480362 17:-1 18:-1 19:-0.318898 20:-0.584216 
1 1:-0.597226 2:-0.781819 3:-0.776255 4:-0.496604 5:-0.663245 6:-0.753037 7:-0.63723 8:-0.619102 9:-0.486209 10:-0.515582 11:-0.226117 12:-0.183676 13:0.164542 14:-0.588751 15:-0.665395 16:-0.712868 17:-0.4413 18:-0.162973 19:-0.0691942 20:0.117032 
1 1:-0.822096 2:-0.809263 3:-0.732646 4:-0.608545 5:-1 6:-1 7:-0.81789 8:-0.836 9:-0.611515 10:-0.803633 11:-0.886851 12:-0.937297 13:-0.728145 14:-0.741686 15:-0.260414 16:-0.517193 17:-1 18:-1 19:-0.355844 20:-0.52393 
1 1:-0.643253 2:-0.756356 3:-0.766164 4:-0.512792 5:-0.642565 6:-0.745689 7:-0.628828 8:-0.567896 9:-0.472085 10:-0.658917 11:-0.250897 12:-0.16926 13:-0.445593 14:-0.855058 15:-0.00142655 16:-0.61034 17:-0.630248 18:-0.633777 19:-0.128556 20:-0.0447287 
1 1:-1 2:-1 3:-0.74624 4:-0.609891 5:-1 6:-1 7:-0.819537 8:-0.842477 9:-0.598929 10:-0.817006 11:-0.7928 12:-0.725749 13:-1 14:-1 15:-0.231006 16:-0.500786 17:-1 18:-1 19:-0.34345 20:-0.523772 
1 1:-0.73692 2:-0.825588 3:-0.792255 4:-0.462664 5:-0.658938 6:-0.726578 7:-0.618746 8:-0.604052 9:-0.485355 10:-0.618315 11:-0.222902 12:-0.159511 13:0.0428381 14:-0.697593 15:-0.269072 16:-0.723691 17:-0.989801 18:-0.819636 19:-0.0303299 20:0.07032 
1 1:-0.858529 2:-0.799485 3:-0.769428 4:-0.601836 5:-1 6:-1 7:-0.845892 8:-0.833749 9:-0.619258 10:-0.823193 11:-0.859863 12:-0.750585 13:-1 14:-1 15:-0.211854 16:-0.503381 17:-1 18:-1 19:-0.337564 20:-0.521288 
1 1:-0.73692 2:-0.825588 3:-0.792255 4:-0.462664 5:-0.658938 6:-0.726578 7:-0.618746 8:-0.604052 9:-0.485355 10:-0.618315 11:-0.222902 12:-0.159511 13:0.0428381 14:-0.697593 15:-0.269072 16:-0.723691 17:-0.989801 18:-0.819636 19:-0.0303299 20:0.07032 
1 1:-0.858529 2:-0.799485 3:-0.769428 4:-0.601836 5:-1 6:-1 7:-0.845892 8:-0.833749 9:-0.619258 10:-0.823193 11:-0.859863 12:-0.750585 13:-1 14:-1 15:-0.211854 16:-0.503381 17:-1 18:-1 19:-0.337564 20:-0.521288 
1 1:-0.67644 2:-0.909347 3:-0.778237 4:-0.525359 5:-0.585279 6:-0.593958 7:-0.505837 8:-0.69566 9:-0.461285 10:-0.579958 11:-0.119377 12:-0.203137 13:0.12024 14:-0.756594 15:-0.067913 16:-0.81596 17:-0.564546 18:-0.757665 19:-0.01284 20:-0.0987175 
1 1:-1 2:-1 3:-0.769727 4:-0.773078 5:-1 6:-1 7:-0.648481 8:-0.607357 9:-0.974624 10:-0.522087 11:-0.489529 12:-0.751641 13:-1 14:-1 15:-0.315605 16:-0.322513 17:-1 18:-1 19:-0.34455 20:-0.440947 
1 1:-0.73476 2:-0.776821 3:-0.751395 4:-0.473611 5:-0.550395 6:-0.675472 7:-0.47316 8:-0.687588 9:-0.477282 10:-0.421573 11:-0.443665 12:0.0900002 13:-0.194212 14:-0.411508 15:-0.214394 16:-0.509818 17:-0.639723 18:-0.509312 19:-0.460872 20:0.0580003 
1 1:-0.680679 2:-0.914256 3:-1 4:-1 5:-0.818879 6:-0.701742 7:-1 8:-1 9:-0.958636 10:-0.909466 11:-1 12:-1 13:-1 14:-1 15:-0.103925 16:-0.745949 17:-1 18:-1 19:-0.361724 20:-0.776345 
1 1:-0.716367 2:-0.75889 3:-0.748998 4:-0.476826 5:-0.559398 6:-0.658537 7:-0.353603 8:-0.664933 9:-0.487518 10:-0.685007 11:-0.463564 12:0.11103 13:-0.162621 14:-0.381343 15:-0.167059 16:-0.391452 17:-0.678473 18:-0.442422 19:-0.344926 20:0.0416827 
1 1:-0.648025 2:-0.894537 3:-1 4:-1 5:-0.798475 6:-0.766318 7:-1 8:-1 9:-0.990347 10:-0.974878 11:-1 12:-1 13:-1 14:-1 15:-0.0255346 16:-0.833311 17:-1 18:-1 19:-0.309401 20:-0.854682 
1 1:-0.711569 2:-0.728539 3:-0.672233 4:-0.65155 5:-0.479308 6:-0.673084 7:-0.406148 8:-0.681724 9:-0.525774 10:-0.664392 11:-0.501728 12:0.127987 13:-0.239559 14:-0.299097 15:-0.274279 16:-0.334496 17:-0.545354 18:-0.352968 19:-0.446702 20:0.252629 
1 1:-0.864345 2:-0.947923 3:-0.730245 4:-0.86723 5:-1 6:-1 7:-0.810758 8:-0.790456 9:-1 10:-1 11:-0.966271 12:-0.994814 13:-1 14:-1 15:-0.21449 16:-0.861459 17:-0.544027 18:-0.965377 19:-0.266301 20:-0.861397 
1 1:-0.753417 2:-0.730392 3:-0.746557 4:-0.608693 5:-0.526911 6:-0.667566 7:-0.430303 8:-0.667599 9:-0.525697 10:-0.629219 11:-0.561143 12:0.17173 13:-0.385946 14:-0.262157 15:-0.402107 16:-0.289389 17:-0.532511 18:-0.297284 19:-0.447009 20:0.265469 
1 1:-0.842028 2:-0.934626 3:-0.709172 4:-0.810889 5:-1 6:-1 7:-0.677647 8:-0.469231 9:-1 10:-1 11:-0.64312 12:-0.618508 13:-1 14:-1 15:-0.257843 16:-0.751565 17:-1 18:-1 19:-0.324822 20:-0.653438 
1 1:-0.716267 2:-0.843924 3:-0.646622 4:-0.644462 5:-0.476598 6:-0.722411 7:-0.353809 8:-0.693548 9:-0.472449 10:-0.785339 11:-0.273838 12:-0.631951 13:-0.138018 14:-0.443866 15:-0.226082 16:-0.371658 17:-0.431482 18:-0.421693 19:0.0151484 20:-0.185253 
1 1:-1 2:-1 3:-0.719457 4:-0.649028 5:-1 6:-1 7:-0.758648 8:-0.822691 9:-1 10:-1 11:-0.499938 12:-0.344176 13:-1 14:-1 15:-0.0885241 16:-0.752385 17:-1 18:-1 19:-0.0636735 20:-0.627617 
1 1:-0.674916 2:-0.859109 3:-0.581506 4:-0.637096 5:-0.491182 6:-0.695417 7:-0.321694 8:-0.618961 9:-0.439085 10:-0.770402 11:-0.226921 12:-0.29887 13:-0.113731 14:-0.41039 15:-0.144769 16:-0.444264 17:-0.432735 18:-0.295129 19:0.0970577 20:-0.077328 
1 1:-0.855575 2:-0.899031 3:-0.735874 4:-0.734548 5:-1 6:-1 7:-0.849105 8:-0.949921 9:-1 10:-1 11:-0.45677 12:-0.370069 13:-1 14:-1 15:-0.0829804 16:-0.913836 17:-1 18:-1 19:-0.0744005 20:-0.796652 
1 1:-0.694548 2:-0.794366 3:-0.568996 4:-0.597552 5:-0.468679 6:-0.681941 7:-0.332287 8:-0.630665 9:-0.328287 10:-0.758127 11:-0.238442 12:-0.35915 13:-0.155565 14:-0.44613 15:-0.211926 16:-0.42445 17:-0.432311 18:-0.307355 19:0.0978833 20:-0.090807 
1 1:-1 2:-1 3:-0.730818 4:-0.918745 5:-1 6:-1 7:-0.891714 8:-0.93625 9:-1 10:-1 11:-1 12:-1 13:-1 14:-1 15:-0.28975 16:-0.845513 17:-0.607877 18:-0.923073 19:-0.308089 20:-0.875004 
1 1:-0.675313 2:-0.816415 3:-0.588182 4:-0.578032 5:-0.469201 6:-0.693334 7:-0.333459 8:-0.675129 9:-0.343008 10:-0.763137 11:-0.230618 12:-0.746796 13:-0.147479 14:-0.361079 15:-0.236173 16:-0.391359 17:-0.453748 18:-0.238466 19:0.0929642 20:-0.162342 
1 1:-1 2:-1 3:-0.786931 4:-0.738757 5:-1 6:-1 7:-0.878232 8:-0.795657 9:-1 10:-1 11:-0.531205 12:-0.407697 13:-1 14:-1 15:-0.0865571 16:-0.912555 17:-1 18:-1 19:-0.107264 20:-0.806119 
1 1:-0.696509 2:-0.822094 3:-0.580064 4:-0.544729 5:-0.463081 6:-0.701478 7:-0.340711 8:-0.692969 9:-0.312456 10:-0.729834 11:-0.259867 12:-0.476714 13:-0.133802 14:-0.281755 15:-0.253974 16:-0.469234 17:-0.468591 18:-0.227563 19:0.0954365 20:-0.153085 
1 1:-0.751618 2:-0.919021 3:-1 4:-1 5:-0.950317 6:-0.966544 7:-1 8:-1 9:-1 10:-1 11:-1 12:-1 13:-1 14:-1 15:-0.0763837 16:-0.977712 17:-1 18:-1 19:-0.292459 20:-0.971011 
1 1:-0.673196 2:-0.823486 3:-0.647462 4:-0.593993 5:-0.468779 6:-0.705942 7:-0.201594 8:-0.715849 9:-0.333768 10:-0.77005 11:-0.22739 12:-0.480829 13:-0.195796 14:-0.385223 15:-0.262888 16:-0.472787 17:-0.465523 18:-0.386606 19:0.0910994 20:-0.238535 
1 1:-0.935263 2:-0.808535 3:-0.818992 4:-0.712327 5:-1 6:-1 7:-0.883278 8:-0.810025 9:-1 10:-1 11:-0.921706 12:-0.75143 13:-1 14:-1 15:-0.106103 16:-0.859703 17:-1 18:-1 19:-0.121318 20:-0.617801 
1 1:-0.651976 2:-0.822476 3:-0.665036 4:-0.706543 5:-0.461045 6:-0.718051 7:-0.242735 8:-0.726453 9:-0.327452 10:-0.770789 11:-0.169513 12:-0.444032 13:-0.229813 14:-0.380339 15:-0.272879 16:-0.389299 17:-0.463582 18:-0.239546 19:0.108409 20:-0.0813768 
1 1:-1 2:-1 3:-0.831549 4:-0.799485 5:-1 6:-1 7:-0.99219 8:-0.992796 9:-0.87707 10:-0.611116 11:-1 12:-1 13:-1 14:-1 15:-0.0742823 16:-0.955727 17:-0.746096 18:-0.942467 19:-0.354353 20:-0.955302 
1 1:-0.681259 2:-0.831591 3:-0.662259 4:-0.701257 5:-0.34407 6:-0.715882 7:-0.220688 8:-0.719053 9:-0.277952 10:-0.718819 11:-0.148306 12:-0.506915 13:-0.251852 14:-0.341824 15:-0.296479 16:-0.360912 17:-0.481178 18:-0.36616 19:-0.0627351 20:-0.301588 
1 1:-1 2:-1 3:-0.751945 4:-0.804394 5:-1 6:-1 7:-0.66372 8:-0.296227 9:-1 10:-1 11:-0.328501 12:-0.149091 13:-1 14:-1 15:-0.113224 16:-0.916008 17:-1 18:-1 19:-0.0854208 20:-0.865345 
1 1:-0.675939 2:-0.858913 3:-0.670246 4:-0.774959 5:-0.570748 6:-0.584767 7:-0.318734 8:-0.546173 9:-0.407378 10:-0.518332 11:-0.539349 12:-0.481245 13:-0.440972 14:-0.810298 15:-0.507402 16:-0.806541 17:-0.813252 18:-0.572698 19:0.101067 20:-0.262731 
1 1:-1 2:-1 3:-0.806653 4:-0.87728 5:-1 6:-1 7:-0.662401 8:-0.53968 9:-1 10:-1 11:-0.7 12:-0.640808 13:-1 14:-1 15:-0.0820707 16:-0.708615 17:-1 18:-1 19:-0.346315 20:-0.759896 
1 1:-0.697645 2:-0.686659 3:-0.66936 4:-0.537459 5:-0.341506 6:-0.634375 7:-0.258241 8:-0.59099 9:-0.304409 10:-0.63062 11:-0.213937 12:0.0722528 13:-0.44195 14:-0.12824 15:-0.467788 16:0.0624282 17:-0.601102 18:-0.26223 19:-0.0872074 20:0.0544325 
1 1:-0.856894 2:-0.811652 3:-0.725059 4:-0.737071 5:-1 6:-1 7:-0.919609 8:-0.938099 9:-1 10:-1 11:-0.735075 12:-0.599631 13:-1 14:-1 15:-0.126979 16:-0.849353 17:-1 18:-1 19:-0.0729688 20:-0.90835 
1 1:-0.749379 2:-0.62775 3:-0.695625 4:-0.483001 5:-0.450664 6:-0.583737 7:-0.268238 8:-0.545506 9:-0.357723 10:-0.577037 11:-0.243327 12:0.0536189 13:-0.534599 14:0.00917773 15:-0.589441 16:0.0256678 17:-0.714021 18:-0.0279998 19:0.103867 20:0.37996 
1 1:-0.973679 2:-0.952764 3:-0.810276 4:-0.865206 5:-1 6:-1 7:-0.653558 8:-0.577412 9:-1 10:-1 11:-0.747596 12:-0.629324 13:-1 14:-1 15:-0.114224 16:-0.799352 17:-1 18:-1 19:-0.332544 20:-0.808196 
1 1:-0.719798 2:-0.667377 3:-0.702904 4:-0.516769 5:-0.362683 6:-0.609838 7:-0.287944 8:-0.576399 9:-0.3783 10:-0.595924 11:-0.149285 12:0.129322 13:-0.520566 14:0.0531402 15:-0.60968 16:-0.0790705 17:-0.742648 18:-0.0483357 19:-0.0811032 20:0.402998 
1 1:-0.882125 2:-0.900743 3:-0.73162 4:-0.765303 5:-1 6:-1 7:-0.951536 8:-0.955843 9:-1 10:-1 11:-0.356753 12:-0.62643 13:-1 14:-1 15:-0.120617 16:-0.918676 17:-1 18:-1 19:-0.0874104 20:-0.949931 
1 1:-0.772154 2:-0.678037 3:-0.575322 4:-0.537991 5:-0.460982 6:-0.625758 7:-0.283367 8:-0.586985 9:-0.299397 10:-0.519079 11:-0.475274 12:-0.00716744 13:-0.480124 14:0.0758009 15:-0.598681 16:-0.134597 17:-0.745652 18:-0.0561342 19:-0.0813168 20:0.39651 
1 1:-1 2:-1 3:-0.912531 4:-0.827829 5:-1 6:-1 7:-0.968155 8:-0.945036 9:-1 10:-1 11:-0.841294 12:-0.639961 13:-1 14:-1 15:-0.158171 16:-0.86749 17:-1 18:-1 19:-0.212453 20:-0.886947 
1 1:-0.761869 2:-0.6911 3:-0.688316 4:-0.551502 5:-0.389709 6:-0.628942 7:-0.31688 8:-0.617698 9:-0.310336 10:-0.569683 11:-0.34666 12:-0.0110827 13:-0.495597 14:0.0300976 15:-0.594334 16:-0.0604502 17:-0.745037 18:0.0962896 19:0.113723 20:0.388586 
1 1:-0.701895 2:-0.898056 3:-0.513746 4:-0.757434 5:-0.385562 6:-0.493039 7:-0.327981 8:-0.612396 9:-0.561561 10:-0.507291 11:-0.317329 12:-0.698883 13:-0.180401 14:-0.650268 15:-0.399516 16:-0.740183 17:-0.912333 18:-0.648767 19:0.0726606 20:-0.241703 
1 1:-0.716906 2:-0.866843 3:-0.500431 4:-0.745696 5:-0.402094 6:-0.503854 7:-0.320665 8:-0.619483 9:-0.269187 10:-0.461824 11:-0.32345 12:-0.680577 13:-0.212704 14:-0.702477 15:-0.392572 16:-0.731504 17:-0.901094 18:-0.560048 19:0.0676542 20:-0.241059 
1 1:-1 2:-1 3:-0.734049 4:-0.80485 5:-1 6:-1 7:-0.725472 8:-0.623664 9:-1 10:-1 11:-0.00627128 12:-0.348269 13:-1 14:-1 15:-0.843755 16:-0.808149 17:-1 18:-1 19:-0.719318 20:-0.688269 
1 1:-0.711147 2:-0.865863 3:-0.496035 4:-0.779953 5:-0.371157 6:-0.62478 7:-0.393627 8:-0.717846 9:-0.550322 10:-0.48383 11:-0.279849 12:-0.658084 13:-0.226334 14:-0.679302 15:-0.397931 16:-0.729229 17:-0.93537 18:-0.589949 19:0.076915 20:-0.2533 
1 1:-0.94249 2:-0.913406 3:-0.731273 4:-0.804019 5:-1 6:-1 7:-0.68892 8:-0.628662 9:-1 10:-1 11:-0.0698827 12:-0.305872 13:-1 14:-1 15:-0.302908 16:-0.720725 17:-1 18:-1 19:-0.721447 20:-0.687584 
1 1:-0.711463 2:-0.858708 3:-0.616906 4:-0.650778 5:-0.374914 6:-0.573049 7:-0.402147 8:-0.690243 9:-0.581304 10:-0.606645 11:-0.273455 12:-0.701755 13:-0.214118 14:-0.675806 15:-0.390181 16:-0.681941 17:-0.950067 18:-0.656158 19:0.0779767 20:-0.235729 
1 1:-0.922447 2:-0.91602 3:-0.719425 4:-0.833298 5:-1 6:-1 7:-0.659905 8:-0.642917 9:-1 10:-1 11:-0.113785 12:-0.304742 13:-1 14:-1 15:-0.242882 16:-0.819008 17:-1 18:-1 19:-0.494809 20:-0.671817 
1 1:-0.728773 2:-0.79909 3:-0.665518 4:-0.714957 5:-0.364338 6:-0.573267 7:-0.440554 8:-0.807866 9:-0.255564 10:-0.627483 11:-0.286149 12:-0.679054 13:-0.209995 14:-0.653638 15:-0.407689 16:-0.743974 17:-0.945921 18:-0.670964 19:0.105067 20:-0.220495 
1 1:-1 2:-1 3:-0.715763 4:-0.862246 5:-1 6:-1 7:-0.706028 8:-0.635958 9:-1 10:-1 11:-0.386559 12:-0.336127 13:-0.44565 14:-0.838142 15:-0.2235 16:-0.83255 17:-1 18:-1 19:-0.718844 20:-0.726699 
1 1:-0.738019 2:-0.823846 3:-0.48226 4:-0.763365 5:-0.380343 6:-0.558055 7:-0.441164 8:-0.796423 9:-0.261232 10:-0.617883 11:-0.290114 12:-0.697526 13:-0.205014 14:-0.63359 15:-0.419409 16:-0.766762 17:-0.95099 18:-0.752153 19:0.0760533 20:-0.230587 
1 1:-1 2:-1 3:-0.621309 4:-0.787568 5:-1 6:-1 7:-0.44012 8:-0.644182 9:-1 10:-1 11:0.0506069 12:-0.540581 13:-1 14:-1 15:-0.28931 16:-0.586483 17:-1 18:-1 19:0.758104 20:-0.603253 
1 1:-0.72571 2:-0.858482 3:-0.481655 4:-0.775528 5:-0.4065 6:-0.567801 7:-0.317502 8:-0.608238 9:-0.27002 10:-0.60598 11:-0.287661 12:-0.691488 13:-0.317024 14:-0.782304 15:-0.43449 16:-0.776386 17:-0.933618 18:-0.667398 19:0.0949733 20:-0.260895 
1 1:-1 2:-1 3:-0.723008 4:-0.804242 5:-1 6:-1 7:-0.768969 8:-0.636801 9:-1 10:-1 11:-0.690355 12:-0.844406 13:-0.418254 14:-1 15:-0.812363 16:-0.80351 17:-1 18:-1 19:-0.780788 20:-0.624658 
1 1:-0.709791 2:-0.852484 3:-0.460921 4:-0.798742 5:-0.379929 6:-0.655668 7:-0.436545 8:-0.83098 9:-0.568054 10:-0.624999 11:-0.292501 12:-0.703173 13:-0.392988 14:-0.80104 15:-0.47106 16:-0.772733 17:-0.915044 18:-0.672368 19:0.142789 20:-0.305316 
1 1:-0.996281 2:-0.9239 3:-0.743718 4:-0.925141 5:-1 6:-1 7:-0.74736 8:-0.476755 9:-1 10:-1 11:-0.735549 12:-0.826932 13:-1 14:-1 15:-0.152174 16:-0.885428 17:-1 18:-1 19:-0.271082 20:-0.633424 
1 1:-0.711359 2:-0.859194 3:-0.650337 4:-0.766366 5:-0.368955 6:-0.641427 7:-0.39291 8:-0.716786 9:-0.539799 10:-0.499268 11:-0.265488 12:-0.70364 13:-0.374702 14:-0.781772 15:-0.460565 16:-0.81406 17:-0.897309 18:-0.646235 19:0.0968381 20:-0.282522 
1 1:-0.925948 2:-0.744794 3:-1 4:-1 5:-0.598228 6:-0.826991 7:-1 8:-1 9:-0.858786 10:-0.748113 11:-1 12:-1 13:-1 14:-1 15:-0.873668 16:-0.643389 17:-1 18:-1 19:-0.925838 20:-0.746043 
1 1:-0.72651 2:-0.85327 3:-0.648565 4:-0.791055 5:-0.379697 6:-0.652242 7:-0.310983 8:-0.731451 9:-0.281345 10:-0.515383 11:-0.273878 12:-0.684775 13:-0.355352 14:-0.803989 15:-0.427004 16:-0.765792 17:-0.945876 18:-0.758013 19:0.0989571 20:-0.2705 
1 1:-0.897721 2:-0.713133 3:-1 4:-1 5:-0.643325 6:-0.854559 7:-1 8:-1 9:-0.805879 10:-0.81623 11:-1 12:-1 13:-1 14:-1 15:-0.917359 16:-0.736203 17:-1 18:-1 19:-0.927001 20:-0.796629 
1 1:-0.718851 2:-0.867335 3:-0.484375 4:-0.785404 5:-0.384578 6:-0.58216 7:-0.237087 8:-0.603014 9:-0.237547 10:-0.489861 11:-0.280252 12:-0.687807 13:-0.379665 14:-0.78835 15:-0.389967 16:-0.639442 17:-0.955233 18:-0.637543 19:0.0835951 20:-0.256819 
1 1:-1 2:-1 3:-0.710321 4:-0.840718 5:-1 6:-1 7:-0.732491 8:-0.620287 9:-1 10:-1 11:-0.285989 12:-0.812677 13:-1 14:-1 15:-0.150566 16:-0.892133 17:-1 18:-1 19:-0.259317 20:-0.736102 
1 1:-0.834321 2:-0.853184 3:-0.646879 4:-0.770103 5:-0.380926 6:-0.65901 7:-0.23049 8:-0.552301 9:-0.23567 10:-0.494358 11:-0.295624 12:-0.691049 13:-0.391289 14:-0.759859 15:-0.498537 16:-0.801319 17:-0.928521 18:-0.759105 19:0.110019 20:-0.269898 
1 1:-0.9923 2:-0.92776 3:-0.702933 4:-0.813321 5:-1 6:-1 7:-0.762682 8:-0.596506 9:-1 10:-1 11:-0.109419 12:-0.630387 13:-1 14:-1 15:-0.705375 16:-0.880009 17:-1 18:-1 19:-0.52618 20:-0.718771 
1 1:-0.848389 2:-0.878154 3:-0.513101 4:-0.719513 5:-0.384653 6:-0.642855 7:-0.230973 8:-0.546864 9:-0.291788 10:-0.664897 11:-0.307595 12:-0.682871 13:-0.388456 14:-0.759411 15:-0.484887 16:-0.787542 17:-0.948755 18:-0.734784 19:0.0884571 20:-0.220446 
1 1:-1 2:-1 3:-0.772082 4:-0.899408 5:-1 6:-1 7:-0.735957 8:-0.575483 9:-1 10:-1 11:-0.237567 12:-0.788305 13:-1 14:-1 15:-0.14307 16:-0.774011 17:-1 18:-1 19:-0.534137 20:-0.685898 
1 1:-0.825164 2:-0.936522 3:-0.522049 4:-0.800856 5:-0.37077 6:-0.675672 7:-0.216573 8:-0.596121 9:-0.259967 10:-0.663147 11:-0.283857 12:-0.712104 13:-0.378616 14:-0.782139 15:-0.424607 16:-0.718605 17:-0.916672 18:-0.91315 19:0.200191 20:-0.421349 
1 1:-1 2:-1 3:-0.779797 4:-0.935999 5:-1 6:-1 7:-0.70533 8:-0.561459 9:-1 10:-1 11:-0.0333406 12:-0.76668 13:-1 14:-1 15:-0.128296 16:-0.779983 17:-1 18:-1 19:-0.534941 20:-0.650569 
